0.1449 	WARNING 	Movie2 stim could not be imported and won't be available
132.1915 	EXP 	New trial (rep=0, index=2): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 2, 'block_16_ans': 3, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 5, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 3, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_2.png'}
132.1940 	EXP 	New trial (rep=0, index=3): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 4, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 4, 'block_3_ans': 2, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_4.png'}
132.1970 	EXP 	New trial (rep=0, index=4): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 2, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_2.png'}
132.1994 	EXP 	New trial (rep=0, index=5): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 2, 'block_8_ans': 2, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 3, 'block_3_ans': 5, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_4.png'}
132.2021 	EXP 	New trial (rep=0, index=6): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 3, 'block_8_ans': 4, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 2, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 3, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 2, 'block_3_ans': 3, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_2.png'}
132.2047 	EXP 	New trial (rep=0, index=7): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 3, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 3, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
132.2087 	EXP 	image_2: image = 'image_folder/stim_4.png'
132.2087 	EXP 	image_2: image = 'image_folder/stim_2.png'
132.2087 	EXP 	image_2: image = 'image_folder/stim_3.png'
132.2087 	EXP 	image_2: image = 'image_folder/stim_4.png'
132.2087 	EXP 	image_2: image = 'image_folder/stim_3.png'
132.2087 	EXP 	image_2: image = 'image_folder/stim_4.png'
132.2087 	EXP 	image_2: image = 'image_folder/stim_2.png'
132.2087 	EXP 	image_2: image = 'image_folder/stim_4.png'
132.2087 	EXP 	image_2: autoDraw = True
133.2091 	DATA 	No keypress (maxWait exceeded)
133.2228 	EXP 	unnamed Circle: autoDraw = True
133.3384 	EXP 	image_2: autoDraw = False
133.3563 	EXP 	unnamed Circle: autoDraw = False
133.7076 	EXP 	New trial (rep=0, index=8): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 3, 'block_8_ans': 4, 'block_16_ans': 2, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 5, 'block_3_ans': 2, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_3.png'}
133.7225 	EXP 	image_2: image = 'image_folder/stim_3.png'
133.7225 	EXP 	image_2: autoDraw = True
134.7231 	DATA 	No keypress (maxWait exceeded)
134.7243 	EXP 	unnamed Circle: autoDraw = True
134.8255 	EXP 	image_2: autoDraw = False
134.8264 	EXP 	unnamed Circle: autoDraw = False
135.1772 	EXP 	New trial (rep=0, index=9): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 4, 'block_8_ans': 5, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 4, 'block_3_ans': 3, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_4.png'}
135.1812 	EXP 	image_2: image = 'image_folder/stim_4.png'
135.1812 	EXP 	image_2: autoDraw = True
136.1817 	DATA 	No keypress (maxWait exceeded)
136.1831 	EXP 	unnamed Circle: autoDraw = True
136.2842 	EXP 	image_2: autoDraw = False
136.2852 	EXP 	unnamed Circle: autoDraw = False
136.6370 	EXP 	New trial (rep=0, index=10): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 4, 'block_15_ans': 2, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 3, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 2, 'block_3_ans': 2, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_2.png'}
136.6408 	EXP 	image_2: image = 'image_folder/stim_2.png'
136.6408 	EXP 	image_2: autoDraw = True
137.6413 	DATA 	No keypress (maxWait exceeded)
137.6426 	EXP 	unnamed Circle: autoDraw = True
137.7438 	EXP 	image_2: autoDraw = False
137.7449 	EXP 	unnamed Circle: autoDraw = False
138.0968 	EXP 	New trial (rep=0, index=11): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 4, 'block_8_ans': 4, 'block_16_ans': 3, 'block_5_ans': 2, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 4, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_4.png'}
138.0994 	EXP 	New trial (rep=0, index=12): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 3, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 2, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 2, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_3.png'}
138.1032 	EXP 	image_2: image = 'image_folder/stim_3.png'
138.1032 	EXP 	image_2: image = 'image_folder/stim_2.png'
138.1032 	EXP 	image_2: autoDraw = True
139.1036 	DATA 	No keypress (maxWait exceeded)
139.1050 	EXP 	unnamed Circle: autoDraw = True
139.2064 	EXP 	image_2: autoDraw = False
139.2074 	EXP 	unnamed Circle: autoDraw = False
139.5589 	EXP 	New trial (rep=0, index=13): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 3, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 3, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
139.5630 	EXP 	image_2: image = 'image_folder/stim_4.png'
139.5630 	EXP 	image_2: autoDraw = True
140.5635 	DATA 	No keypress (maxWait exceeded)
140.5655 	EXP 	unnamed Circle: autoDraw = True
140.6675 	EXP 	image_2: autoDraw = False
140.6691 	EXP 	unnamed Circle: autoDraw = False
141.0209 	EXP 	New trial (rep=0, index=14): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 2, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 5, 'block_3_ans': 2, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_2.png'}
141.0258 	EXP 	image_2: image = 'image_folder/stim_2.png'
141.0258 	EXP 	image_2: autoDraw = True
142.0263 	DATA 	No keypress (maxWait exceeded)
142.0432 	EXP 	unnamed Circle: autoDraw = True
142.1570 	EXP 	image_2: autoDraw = False
142.1734 	EXP 	unnamed Circle: autoDraw = False
142.5243 	EXP 	New trial (rep=0, index=15): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 2, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 4, 'block_15_ans': 3, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 3, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 3, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 4, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_3.png'}
142.5910 	EXP 	image_2: image = 'image_folder/stim_4.png'
142.5910 	EXP 	image_2: autoDraw = True
142.6709 	DATA 	Keypress: escape
143.3446 	DATA 	Mouse: Left button down, pos=(297,366)
143.3515 	DATA 	Mouse: Left button up, pos=(297,366)
143.4546 	DATA 	Keypress: escape
143.5920 	DATA 	No keypress (maxWait exceeded)
143.6063 	EXP 	unnamed Circle: autoDraw = True
143.7226 	EXP 	image_2: autoDraw = False
143.7391 	EXP 	unnamed Circle: autoDraw = False
